loc_start;loc_end;time
LOC878;LOC988;39
LOC974;LOC107;48
LOC201;LOC605;68
LOC901;LOC215;52
LOC838;LOC1000;67
LOC645;LOC715;100
LOC393;LOC449;51
LOC594;LOC546;2
LOC653;LOC620;5
LOC243;LOC427;40
LOC810;LOC317;77
LOC171;LOC432;36
LOC126;LOC313;85
LOC584;LOC624;53
LOC957;LOC721;97
LOC915;LOC373;77
LOC956;LOC250;7
LOC959;LOC154;20
LOC707;LOC939;95
LOC994;LOC224;34
LOC542;LOC80;95
LOC199;LOC931;75
LOC106;LOC694;93
LOC908;LOC860;80
LOC238;LOC716;72
LOC82;LOC714;94
LOC393;LOC689;99
LOC602;LOC585;89
LOC828;LOC909;65
LOC29;LOC70;74
LOC979;LOC591;99
LOC79;LOC121;82
LOC750;LOC355;75
LOC45;LOC925;39
LOC233;LOC501;1
LOC974;LOC416;7
LOC772;LOC848;53
LOC594;LOC814;21
LOC824;LOC707;46
LOC201;LOC264;23
LOC331;LOC875;49
LOC699;LOC933;88
LOC818;LOC110;14
LOC937;LOC566;29
LOC572;LOC262;3
LOC138;LOC384;39
LOC945;LOC591;42
LOC160;LOC735;43
LOC405;LOC876;47
LOC737;LOC609;25
LOC460;LOC360;28
LOC490;LOC272;70
LOC814;LOC604;60
LOC922;LOC414;27
LOC276;LOC973;20
LOC968;LOC332;63
LOC128;LOC981;15
LOC902;LOC58;76
LOC469;LOC334;88
LOC191;LOC244;4
LOC742;LOC249;29
LOC227;LOC484;79
LOC353;LOC895;49
LOC815;LOC64;49
LOC337;LOC146;10
LOC936;LOC607;93
LOC900;LOC104;79
LOC712;LOC447;52
LOC109;LOC869;20
LOC811;LOC343;62
LOC848;LOC858;86
LOC396;LOC986;17
LOC378;LOC61;89
LOC518;LOC96;94
LOC126;LOC970;69
LOC269;LOC86;76
LOC41;LOC605;51
LOC550;LOC691;98
LOC237;LOC73;9
LOC802;LOC851;19
LOC695;LOC951;95
LOC509;LOC640;8
LOC639;LOC249;22
LOC363;LOC307;1
LOC313;LOC524;60
LOC751;LOC384;58
LOC234;LOC983;22
LOC743;LOC811;68
LOC670;LOC18;41
LOC333;LOC922;25
LOC265;LOC544;58
LOC361;LOC111;87
LOC385;LOC435;53
LOC254;LOC547;91
LOC248;LOC995;35
LOC58;LOC889;24
LOC743;LOC993;22
LOC540;LOC249;56
LOC110;LOC351;71
LOC855;LOC288;37
LOC497;LOC912;34
LOC298;LOC517;59
LOC870;LOC284;75
LOC495;LOC219;74
LOC271;LOC114;40
LOC647;LOC551;24
LOC637;LOC616;15
LOC890;LOC850;94
LOC316;LOC898;73
LOC375;LOC894;47
LOC3;LOC929;29
LOC593;LOC581;11
LOC50;LOC26;43
LOC606;LOC202;1
LOC719;LOC681;76
LOC618;LOC674;38
LOC929;LOC833;52
LOC840;LOC999;22
LOC985;LOC752;98
LOC989;LOC247;22
LOC411;LOC273;82
LOC299;LOC170;14
LOC389;LOC827;83
LOC265;LOC244;68
LOC655;LOC294;33
LOC988;LOC963;22
LOC54;LOC982;53
LOC774;LOC82;88
LOC406;LOC93;17
LOC791;LOC113;88
LOC22;LOC77;46
LOC328;LOC843;61
LOC629;LOC945;78
LOC838;LOC774;46
LOC612;LOC226;19
LOC515;LOC845;36
LOC564;LOC721;78
LOC887;LOC903;70
LOC498;LOC580;89
LOC200;LOC831;94
LOC749;LOC965;71
LOC178;LOC982;4
LOC611;LOC157;10
LOC313;LOC139;43
LOC633;LOC172;78
LOC804;LOC252;12
LOC591;LOC819;68
LOC430;LOC146;43
LOC203;LOC104;72
LOC755;LOC46;91
LOC321;LOC137;87
LOC676;LOC531;85
LOC214;LOC817;6
LOC34;LOC698;34
LOC189;LOC915;70
LOC260;LOC775;20
LOC64;LOC722;33
LOC408;LOC465;79
LOC167;LOC723;1
LOC630;LOC220;33
LOC191;LOC499;57
LOC152;LOC710;78
LOC681;LOC850;51
LOC474;LOC30;70
LOC937;LOC127;85
LOC259;LOC315;46
LOC437;LOC852;45
LOC759;LOC724;12
LOC332;LOC122;79
LOC565;LOC738;39
LOC38;LOC54;65
LOC912;LOC719;95
LOC266;LOC349;41
LOC632;LOC44;11
LOC265;LOC80;65
LOC42;LOC556;72
LOC269;LOC990;48
LOC95;LOC599;51
LOC920;LOC443;18
LOC869;LOC403;67
LOC639;LOC216;82
LOC213;LOC44;56
LOC709;LOC613;50
LOC263;LOC806;37
LOC908;LOC18;76
LOC282;LOC760;19
LOC387;LOC764;11
LOC117;LOC649;45
LOC648;LOC357;57
LOC154;LOC611;86
LOC18;LOC814;98
LOC931;LOC796;50
LOC9;LOC452;16
LOC101;LOC211;76
LOC768;LOC514;18
LOC720;LOC847;12
LOC721;LOC138;94
LOC685;LOC69;49
LOC244;LOC526;24
LOC764;LOC297;47
LOC787;LOC706;59
LOC540;LOC621;98
LOC46;LOC977;95
LOC430;LOC414;53
LOC771;LOC946;11
LOC265;LOC421;97
LOC112;LOC969;89
LOC825;LOC584;96
LOC454;LOC618;56
LOC572;LOC739;64
LOC418;LOC818;82
LOC845;LOC295;73
LOC904;LOC90;53
LOC793;LOC536;90
LOC352;LOC539;4
LOC172;LOC99;69
LOC579;LOC132;47
LOC695;LOC483;80
LOC247;LOC365;11
LOC339;LOC999;66
LOC116;LOC740;90
LOC510;LOC273;46
LOC201;LOC106;22
LOC702;LOC605;4
LOC964;LOC191;67
LOC74;LOC925;62
LOC670;LOC389;2
LOC973;LOC936;78
LOC387;LOC222;16
LOC498;LOC571;66
LOC133;LOC980;10
LOC879;LOC499;40
LOC377;LOC107;71
LOC281;LOC584;27
LOC874;LOC392;45
LOC940;LOC984;98
LOC580;LOC425;14
LOC421;LOC915;32
LOC736;LOC815;59
LOC292;LOC359;43
LOC470;LOC323;61
LOC119;LOC872;49
LOC379;LOC166;90
LOC3;LOC676;9
LOC380;LOC854;26
LOC656;LOC52;72
LOC106;LOC605;21
LOC465;LOC526;11
LOC920;LOC515;42
LOC918;LOC87;84
LOC940;LOC470;1
LOC401;LOC801;20
LOC839;LOC651;73
LOC89;LOC975;19
LOC847;LOC814;74
LOC880;LOC234;66
LOC89;LOC400;6
LOC333;LOC715;73
LOC781;LOC58;51
LOC353;LOC566;67
LOC303;LOC371;27
LOC478;LOC250;16
LOC979;LOC52;52
LOC289;LOC566;93
LOC84;LOC407;22
LOC473;LOC532;32
LOC158;LOC827;1
LOC877;LOC790;16
LOC457;LOC918;59
LOC578;LOC528;19
LOC898;LOC606;36
LOC650;LOC326;48
LOC695;LOC168;35
LOC778;LOC196;85
LOC876;LOC731;22
LOC314;LOC656;10
LOC779;LOC875;23
LOC252;LOC662;13
LOC45;LOC308;80
LOC966;LOC550;81
LOC826;LOC515;70
LOC539;LOC710;35
LOC711;LOC818;1
LOC747;LOC295;75
LOC286;LOC388;78
LOC586;LOC154;43
LOC759;LOC607;59
LOC418;LOC227;84
LOC451;LOC500;66
LOC764;LOC360;56
LOC835;LOC535;58
LOC766;LOC301;29
LOC322;LOC914;62
LOC996;LOC428;48
LOC944;LOC949;42
LOC483;LOC487;30
LOC131;LOC788;15
LOC905;LOC419;29
LOC669;LOC6;68
LOC789;LOC402;21
LOC405;LOC379;56
LOC115;LOC188;95
LOC117;LOC938;70
LOC846;LOC305;38
LOC669;LOC109;39
LOC286;LOC850;36
LOC150;LOC581;61
LOC170;LOC113;89
LOC341;LOC243;63
LOC534;LOC653;6
LOC248;LOC298;78
LOC562;LOC649;84
LOC656;LOC125;10
LOC720;LOC281;16
LOC417;LOC338;33
LOC624;LOC211;25
LOC233;LOC742;55
LOC760;LOC144;60
LOC131;LOC852;79
LOC5;LOC414;86
LOC436;LOC667;79
LOC344;LOC226;42
LOC743;LOC512;9
LOC977;LOC359;55
LOC504;LOC251;98
LOC404;LOC407;56
LOC19;LOC926;7
LOC866;LOC438;11
LOC130;LOC629;95
LOC135;LOC791;76
LOC697;LOC627;65
LOC350;LOC48;21
LOC959;LOC827;25
LOC655;LOC522;20
LOC605;LOC170;85
LOC583;LOC355;22
LOC549;LOC698;84
LOC399;LOC401;39
LOC507;LOC51;19
LOC878;LOC900;63
LOC82;LOC28;61
LOC80;LOC623;26
LOC795;LOC323;2
LOC106;LOC704;43
LOC25;LOC922;76
LOC608;LOC589;71
LOC813;LOC654;33
LOC835;LOC890;49
LOC451;LOC93;63
LOC955;LOC541;44
LOC305;LOC42;65
LOC616;LOC352;93
LOC922;LOC962;94
LOC621;LOC264;71
LOC461;LOC327;47
LOC979;LOC868;78
LOC822;LOC799;42
LOC667;LOC141;19
LOC542;LOC932;17
LOC365;LOC454;61
LOC438;LOC290;22
LOC369;LOC770;35
LOC32;LOC767;89
LOC205;LOC495;53
LOC585;LOC624;83
LOC192;LOC170;94
LOC130;LOC772;26
LOC168;LOC844;60
LOC544;LOC946;62
LOC255;LOC256;55
LOC36;LOC220;53
LOC182;LOC948;91
LOC102;LOC60;27
LOC38;LOC531;55
LOC797;LOC880;87
LOC847;LOC859;8
LOC999;LOC257;51
LOC639;LOC149;72
LOC336;LOC803;5
LOC404;LOC241;71
LOC768;LOC44;48
LOC74;LOC875;27
LOC130;LOC918;81
LOC385;LOC928;60
LOC657;LOC418;30
LOC78;LOC678;13
LOC149;LOC963;95
LOC242;LOC823;49
LOC141;LOC281;88
LOC270;LOC683;44
LOC964;LOC954;82
LOC271;LOC536;11
LOC737;LOC133;71
LOC231;LOC520;45
LOC466;LOC629;81
LOC640;LOC77;12
LOC100;LOC636;35
LOC281;LOC2;31
LOC315;LOC978;42
LOC550;LOC276;51
LOC974;LOC291;35
LOC83;LOC435;99
LOC410;LOC83;67
LOC349;LOC406;82
LOC738;LOC387;92
LOC907;LOC34;44
LOC494;LOC829;35
LOC192;LOC699;26
LOC528;LOC295;92
LOC337;LOC1000;52
LOC129;LOC227;24
LOC712;LOC195;48
LOC704;LOC836;42
LOC169;LOC77;46
LOC122;LOC569;32
LOC319;LOC498;50
LOC990;LOC457;92
LOC375;LOC882;84
LOC552;LOC794;92
LOC596;LOC564;95
LOC848;LOC536;23
LOC390;LOC785;97
LOC894;LOC99;62
LOC146;LOC354;56
LOC382;LOC650;67
LOC29;LOC68;100
LOC717;LOC327;34
LOC571;LOC149;54
LOC150;LOC154;85
LOC937;LOC587;28
LOC322;LOC979;64
LOC948;LOC427;24
LOC829;LOC103;68
LOC253;LOC506;26
LOC988;LOC467;61
LOC359;LOC335;18
LOC211;LOC906;4
LOC693;LOC931;54
LOC734;LOC423;20
LOC250;LOC175;51
LOC96;LOC601;38
LOC547;LOC628;70
LOC100;LOC43;56
LOC116;LOC978;47
LOC900;LOC984;66
LOC360;LOC617;99
LOC245;LOC958;8
LOC625;LOC194;67
LOC472;LOC143;20
LOC86;LOC821;39
LOC156;LOC129;56
LOC63;LOC84;58
LOC52;LOC803;90
LOC84;LOC60;97
LOC540;LOC829;28
LOC918;LOC654;38
LOC93;LOC513;58
LOC399;LOC274;11
LOC141;LOC951;94
LOC311;LOC544;11
LOC24;LOC660;31
LOC89;LOC350;64
LOC471;LOC439;44
LOC862;LOC823;24
LOC640;LOC768;32
LOC597;LOC759;66
LOC831;LOC974;31
LOC22;LOC891;74
LOC248;LOC567;22
LOC499;LOC706;92
LOC213;LOC839;41
LOC680;LOC513;68
LOC36;LOC945;86
LOC341;LOC128;81
LOC330;LOC634;70
LOC123;LOC862;36
LOC473;LOC315;51
LOC932;LOC793;65
LOC683;LOC912;53
LOC980;LOC446;58
LOC154;LOC558;70
LOC936;LOC941;91
LOC717;LOC564;100
LOC713;LOC97;7
LOC16;LOC715;32
LOC307;LOC488;99
LOC68;LOC267;66
LOC613;LOC459;61
LOC764;LOC633;54
LOC138;LOC733;77
LOC514;LOC681;32
LOC856;LOC859;68
LOC714;LOC412;53
LOC984;LOC35;2
LOC961;LOC281;2
LOC72;LOC763;57
LOC507;LOC146;97
LOC769;LOC449;58
LOC65;LOC339;61
LOC340;LOC488;80
LOC582;LOC342;47
LOC562;LOC768;21
LOC55;LOC132;63
LOC800;LOC361;56
LOC245;LOC192;14
LOC851;LOC387;17
LOC72;LOC329;60
LOC111;LOC21;98
LOC228;LOC634;64
LOC244;LOC544;45
LOC231;LOC767;97
LOC279;LOC716;18
LOC11;LOC73;62
LOC843;LOC769;65
LOC108;LOC985;31
LOC361;LOC473;25
LOC730;LOC212;91
LOC453;LOC201;75
LOC91;LOC941;28
LOC405;LOC491;27
LOC942;LOC819;79
LOC167;LOC714;85
LOC29;LOC809;9
LOC488;LOC604;39
LOC73;LOC811;5
LOC763;LOC179;37
LOC840;LOC928;54
LOC598;LOC708;95
LOC789;LOC407;17
LOC39;LOC772;75
LOC854;LOC319;29
LOC878;LOC448;69
LOC855;LOC985;91
LOC127;LOC817;31
LOC209;LOC149;75
LOC153;LOC75;68
LOC798;LOC370;69
LOC667;LOC847;5
LOC543;LOC428;24
LOC402;LOC237;47
LOC890;LOC857;26
LOC557;LOC644;68
LOC180;LOC478;33
LOC520;LOC381;16
LOC255;LOC928;31
LOC554;LOC856;99
LOC546;LOC718;12
LOC802;LOC804;64
LOC394;LOC115;53
LOC288;LOC936;40
LOC442;LOC968;5
LOC338;LOC924;69
LOC986;LOC486;5
LOC389;LOC110;42
LOC778;LOC570;4
LOC558;LOC192;7
LOC163;LOC104;93
LOC726;LOC850;26
LOC787;LOC419;50
LOC941;LOC863;77
LOC436;LOC886;48
LOC599;LOC46;15
LOC440;LOC364;100
LOC632;LOC387;80
LOC790;LOC875;43
LOC622;LOC538;5
LOC890;LOC147;88
LOC660;LOC874;32
LOC772;LOC28;83
LOC18;LOC309;18
LOC966;LOC872;40
LOC801;LOC393;11
LOC539;LOC971;84
LOC685;LOC248;64
LOC878;LOC43;58
LOC743;LOC829;24
LOC365;LOC687;19
LOC75;LOC823;27
LOC604;LOC558;96
LOC184;LOC685;29
LOC810;LOC150;90
LOC703;LOC347;45
LOC899;LOC185;20
LOC771;LOC700;80
LOC270;LOC481;82
LOC996;LOC853;98
LOC828;LOC409;4
LOC286;LOC539;69
LOC956;LOC861;15
LOC636;LOC11;53
LOC111;LOC236;17
LOC932;LOC358;85
LOC84;LOC591;62
LOC325;LOC603;65
LOC303;LOC196;8
LOC106;LOC684;25
LOC943;LOC311;37
LOC177;LOC682;83
LOC576;LOC207;27
LOC452;LOC350;29
LOC6;LOC836;71
LOC273;LOC959;29
LOC872;LOC60;65
LOC244;LOC549;10
LOC83;LOC218;24
LOC874;LOC870;7
LOC649;LOC690;44
LOC836;LOC490;68
LOC634;LOC388;82
LOC974;LOC532;53
LOC125;LOC293;21
LOC296;LOC84;14
LOC41;LOC819;50
LOC133;LOC677;34
LOC370;LOC62;9
LOC947;LOC913;47
LOC604;LOC909;67
LOC746;LOC882;54
LOC823;LOC117;75
LOC772;LOC754;51
LOC591;LOC465;14
LOC226;LOC326;82
LOC870;LOC475;30
LOC922;LOC2;37
LOC881;LOC784;74
LOC3;LOC347;66
LOC398;LOC735;69
LOC133;LOC205;4
LOC494;LOC230;31
LOC459;LOC216;4
LOC175;LOC243;6
LOC686;LOC887;91
LOC495;LOC476;35
LOC121;LOC614;94
LOC936;LOC130;53
LOC733;LOC193;88
LOC667;LOC796;95
LOC986;LOC740;44
LOC223;LOC707;60
LOC458;LOC489;53
LOC820;LOC426;100
LOC923;LOC647;78
LOC415;LOC164;83
LOC632;LOC274;67
LOC561;LOC441;95
LOC92;LOC332;36
LOC470;LOC909;19
LOC329;LOC247;54
LOC93;LOC351;42
LOC868;LOC834;4
LOC986;LOC321;79
LOC767;LOC535;78
LOC486;LOC963;9
LOC749;LOC304;82
LOC184;LOC425;82
LOC615;LOC576;81
LOC880;LOC43;27
LOC828;LOC503;49
LOC239;LOC825;62
LOC40;LOC256;22
LOC781;LOC227;2
LOC20;LOC15;99
LOC476;LOC517;56
LOC110;LOC386;79
LOC771;LOC370;10
LOC503;LOC502;59
LOC19;LOC8;32
LOC458;LOC852;7
LOC786;LOC106;58
LOC602;LOC777;95
LOC155;LOC775;32
LOC646;LOC217;51
LOC844;LOC650;93
LOC935;LOC478;87
LOC353;LOC466;8
LOC704;LOC913;23
LOC194;LOC379;41
LOC519;LOC695;83
LOC689;LOC754;68
LOC213;LOC549;13
LOC504;LOC903;57
LOC97;LOC670;55
LOC363;LOC593;20
LOC366;LOC746;18
LOC596;LOC239;25
LOC603;LOC948;92
LOC466;LOC332;60
LOC584;LOC547;12
LOC865;LOC774;44
LOC368;LOC858;86
LOC883;LOC940;14
LOC637;LOC998;41
LOC200;LOC413;30
LOC393;LOC853;40
LOC593;LOC457;40
LOC161;LOC414;70
LOC561;LOC752;51
LOC745;LOC20;56
LOC299;LOC793;62
LOC699;LOC495;9
LOC733;LOC835;71
LOC968;LOC358;33
LOC959;LOC170;67
LOC140;LOC939;96
LOC180;LOC896;19
LOC376;LOC267;1
LOC939;LOC650;53
LOC992;LOC788;73
LOC682;LOC836;43
LOC553;LOC43;24
LOC523;LOC499;59
LOC661;LOC875;14
LOC68;LOC185;93
LOC927;LOC907;46
LOC995;LOC888;24
LOC619;LOC467;47
LOC253;LOC340;76
LOC168;LOC309;16
LOC148;LOC439;86
LOC423;LOC27;18
LOC28;LOC294;70
LOC98;LOC336;90
LOC555;LOC273;65
LOC446;LOC680;96
LOC263;LOC81;9
LOC736;LOC629;44
LOC405;LOC80;57
LOC772;LOC347;84
LOC134;LOC101;84
LOC398;LOC858;12
LOC394;LOC910;38
LOC325;LOC245;100
LOC747;LOC520;30
LOC669;LOC542;4
LOC77;LOC815;87
LOC577;LOC67;93
LOC887;LOC866;24
LOC836;LOC76;84
LOC103;LOC238;75
LOC720;LOC899;33
LOC858;LOC931;33
LOC101;LOC480;32
LOC889;LOC485;15
LOC260;LOC614;50
LOC928;LOC715;40
LOC413;LOC366;86
LOC170;LOC225;54
LOC330;LOC467;70
LOC152;LOC960;41
LOC636;LOC249;40
LOC891;LOC417;9
LOC175;LOC511;86
LOC809;LOC231;55
LOC141;LOC890;25
LOC355;LOC291;55
LOC187;LOC310;30
LOC972;LOC101;3
LOC457;LOC527;55
LOC707;LOC286;95
LOC838;LOC415;22
LOC396;LOC375;87
LOC246;LOC534;32
LOC946;LOC98;53
LOC369;LOC294;23
LOC212;LOC96;67
LOC860;LOC930;51
LOC977;LOC791;39
LOC956;LOC439;79
LOC971;LOC639;88
LOC533;LOC229;69
LOC897;LOC191;72
LOC904;LOC401;52
LOC697;LOC996;60
LOC669;LOC923;46
LOC279;LOC668;13
LOC663;LOC455;65
LOC638;LOC38;31
LOC693;LOC791;18
LOC563;LOC745;40
LOC474;LOC976;87
LOC17;LOC9;7
LOC98;LOC155;92
LOC631;LOC42;30
LOC568;LOC232;96
LOC709;LOC622;80
LOC855;LOC683;79
LOC246;LOC999;83
LOC519;LOC31;19
LOC187;LOC897;89
LOC117;LOC462;63
LOC362;LOC61;78
LOC938;LOC60;14
LOC507;LOC534;5
LOC243;LOC75;63
LOC480;LOC84;86
LOC849;LOC569;63
LOC920;LOC110;28
LOC762;LOC714;3
LOC123;LOC326;27
LOC99;LOC246;98
LOC909;LOC994;14
LOC318;LOC131;46
LOC472;LOC680;28
LOC87;LOC485;83
LOC863;LOC288;87
LOC945;LOC104;3
LOC297;LOC694;37
LOC591;LOC861;23
LOC313;LOC574;53
LOC94;LOC827;49
LOC273;LOC924;6
LOC829;LOC275;51
LOC441;LOC322;57
LOC129;LOC550;30
LOC6;LOC875;64
LOC786;LOC402;32
LOC957;LOC527;77
LOC958;LOC792;22
LOC166;LOC132;92
LOC350;LOC457;69
LOC360;LOC299;21
LOC156;LOC688;5
LOC495;LOC624;74
LOC882;LOC473;89
LOC661;LOC236;48
LOC71;LOC643;69
LOC58;LOC107;19
LOC887;LOC349;34
LOC16;LOC653;41
LOC510;LOC461;4
LOC839;LOC58;38
LOC48;LOC884;38
LOC607;LOC838;79
LOC317;LOC962;88
LOC428;LOC925;62
LOC789;LOC415;24
LOC662;LOC625;69
LOC568;LOC126;20
LOC730;LOC980;22
LOC488;LOC239;91
LOC361;LOC300;59
LOC855;LOC282;73
LOC945;LOC808;57
LOC875;LOC847;50
LOC436;LOC748;43
LOC528;LOC19;5
LOC30;LOC176;90
LOC3;LOC247;20
LOC164;LOC163;28
LOC993;LOC633;1
LOC89;LOC890;93
LOC550;LOC195;46
LOC559;LOC691;8
LOC485;LOC204;88
LOC653;LOC582;33
LOC447;LOC332;53
LOC258;LOC562;34
LOC820;LOC908;55
LOC816;LOC956;30
LOC876;LOC636;61
LOC756;LOC914;56
LOC305;LOC26;9
LOC657;LOC30;57
LOC648;LOC92;84
LOC565;LOC603;66
LOC57;LOC312;29
LOC641;LOC865;48
LOC289;LOC702;30
LOC674;LOC159;21
LOC538;LOC978;88
LOC167;LOC106;15
LOC414;LOC604;35
LOC477;LOC519;34
LOC847;LOC248;72
LOC947;LOC154;14
LOC758;LOC984;5
LOC875;LOC732;45
LOC293;LOC5;18
LOC906;LOC444;75
LOC199;LOC60;92
LOC212;LOC554;92
LOC858;LOC646;33
LOC514;LOC264;53
LOC957;LOC689;15
LOC564;LOC935;79
LOC988;LOC950;10
LOC125;LOC178;15
LOC221;LOC308;25
LOC980;LOC114;71
LOC723;LOC170;9
LOC815;LOC934;53
LOC860;LOC673;90
LOC485;LOC893;42
LOC765;LOC993;12
LOC290;LOC741;35
LOC262;LOC345;66
LOC605;LOC365;60
LOC595;LOC302;94
LOC607;LOC429;78
LOC644;LOC406;84
LOC464;LOC158;1
LOC624;LOC116;92
LOC750;LOC152;92
LOC826;LOC936;15
LOC863;LOC694;16
LOC440;LOC250;2
LOC814;LOC325;65
LOC350;LOC460;7
LOC536;LOC687;46
LOC250;LOC385;18
LOC434;LOC873;5
LOC557;LOC276;84
LOC164;LOC640;29
LOC601;LOC326;5
LOC494;LOC97;55
LOC433;LOC612;13
LOC947;LOC289;52
LOC675;LOC648;88
LOC623;LOC748;41
LOC748;LOC29;77
LOC13;LOC284;50
LOC712;LOC119;13
LOC711;LOC515;43
LOC2;LOC658;41
LOC974;LOC611;1
LOC109;LOC616;76
LOC128;LOC372;36
LOC672;LOC875;38
LOC158;LOC456;49
LOC730;LOC538;23
LOC677;LOC480;45
LOC479;LOC102;88
LOC251;LOC539;75
LOC909;LOC228;23
LOC558;LOC496;38
LOC349;LOC977;16
LOC720;LOC840;37
LOC195;LOC816;96
LOC380;LOC47;63
LOC216;LOC969;13
LOC107;LOC338;11
LOC506;LOC780;5
LOC395;LOC985;87
LOC656;LOC364;91
LOC136;LOC118;51
LOC997;LOC332;31
LOC331;LOC73;89
LOC546;LOC608;80
LOC26;LOC287;84
LOC759;LOC4;72
LOC169;LOC240;95
LOC889;LOC645;44
LOC990;LOC791;77
LOC810;LOC937;92
LOC667;LOC960;49
LOC689;LOC685;30
LOC937;LOC746;56
LOC170;LOC425;16
LOC767;LOC436;91
LOC900;LOC653;47
LOC949;LOC976;5
LOC481;LOC681;16
LOC533;LOC14;92
LOC682;LOC491;33
LOC359;LOC169;66
LOC58;LOC614;55
LOC819;LOC118;36
LOC677;LOC792;100
LOC824;LOC349;93
LOC305;LOC612;93
LOC470;LOC714;74
LOC46;LOC445;99
LOC322;LOC85;16
LOC986;LOC911;14
LOC526;LOC365;55
LOC480;LOC323;76
LOC71;LOC531;21
LOC760;LOC962;51
LOC862;LOC101;8
LOC182;LOC647;86
LOC773;LOC993;91
LOC390;LOC920;2
LOC100;LOC717;64
LOC811;LOC954;21
LOC669;LOC573;60
LOC615;LOC602;60
LOC103;LOC561;2
LOC797;LOC735;29
LOC809;LOC677;55
LOC340;LOC780;84
LOC954;LOC852;100
LOC373;LOC179;75
LOC137;LOC706;57
LOC688;LOC270;15
LOC214;LOC933;15
LOC299;LOC777;2
LOC869;LOC280;26
LOC245;LOC981;34
LOC34;LOC865;16
LOC673;LOC880;51
LOC46;LOC7;60
LOC642;LOC438;70
LOC516;LOC628;95
LOC178;LOC180;11
LOC438;LOC189;73
LOC202;LOC801;50
LOC124;LOC563;41
LOC757;LOC433;6
LOC400;LOC898;29
LOC623;LOC616;46
LOC42;LOC586;45
LOC965;LOC921;33
LOC559;LOC909;63
LOC161;LOC880;18
LOC526;LOC89;10
LOC485;LOC728;60
LOC690;LOC408;11
LOC714;LOC810;90
LOC727;LOC849;37
LOC24;LOC387;2
LOC886;LOC205;46
LOC713;LOC723;11
LOC112;LOC751;51
LOC374;LOC384;95
LOC970;LOC971;86
LOC845;LOC764;37
LOC979;LOC988;43
LOC542;LOC302;29
LOC640;LOC836;65
LOC774;LOC971;95
LOC996;LOC642;71
LOC323;LOC324;15
LOC622;LOC979;9
LOC1000;LOC277;75
LOC440;LOC508;45
LOC254;LOC532;22
LOC179;LOC404;69
LOC391;LOC536;2
LOC471;LOC895;10
LOC230;LOC897;99
LOC316;LOC851;48
LOC586;LOC432;81
LOC556;LOC298;13
LOC877;LOC165;35
LOC53;LOC701;5
LOC918;LOC315;66
LOC6;LOC691;35
LOC730;LOC428;64
LOC309;LOC133;42
LOC335;LOC771;52
LOC638;LOC878;9
LOC266;LOC108;87
LOC174;LOC706;2
LOC727;LOC702;10
LOC876;LOC38;37
LOC176;LOC462;13
LOC586;LOC206;87
LOC822;LOC853;86
LOC449;LOC193;24
LOC609;LOC198;93
LOC425;LOC889;77
LOC913;LOC732;50
LOC96;LOC286;6
LOC270;LOC920;69
LOC859;LOC278;20
LOC424;LOC439;17
LOC60;LOC528;54
LOC442;LOC34;18
LOC134;LOC890;31
LOC146;LOC139;67
LOC743;LOC516;48
LOC268;LOC546;1
LOC93;LOC209;45
LOC470;LOC894;65
LOC250;LOC396;11
LOC737;LOC498;4
LOC171;LOC822;69
LOC717;LOC650;1
LOC575;LOC915;17
LOC519;LOC719;34
LOC759;LOC612;91
LOC150;LOC781;52
LOC928;LOC563;50
LOC504;LOC735;70
LOC761;LOC921;68
LOC840;LOC427;76
LOC233;LOC103;65
LOC479;LOC593;23
LOC48;LOC155;84
LOC143;LOC655;83
LOC450;LOC579;44
LOC608;LOC404;81
LOC715;LOC709;7
LOC558;LOC963;28
LOC388;LOC216;36
LOC517;LOC340;88
LOC547;LOC625;68
LOC13;LOC473;83
LOC892;LOC533;55
LOC334;LOC530;28
LOC638;LOC633;58
LOC500;LOC42;46
LOC921;LOC462;76
LOC172;LOC256;41
LOC407;LOC814;49
LOC643;LOC52;95
LOC690;LOC665;44
LOC457;LOC761;58
LOC428;LOC257;87
LOC115;LOC210;73
LOC849;LOC319;20
LOC647;LOC873;15
LOC356;LOC807;87
LOC23;LOC157;42
LOC965;LOC658;36
LOC96;LOC688;66
LOC711;LOC40;10
LOC418;LOC405;45
LOC330;LOC939;79
LOC44;LOC721;67
LOC140;LOC343;47
LOC666;LOC355;67
LOC727;LOC918;67
LOC607;LOC556;33
LOC28;LOC440;94
LOC180;LOC487;25
LOC177;LOC378;33
LOC456;LOC491;82
LOC130;LOC926;8
LOC259;LOC401;53
LOC374;LOC659;82
LOC323;LOC331;10
LOC457;LOC394;62
LOC533;LOC816;58
LOC889;LOC881;89
LOC491;LOC78;47
LOC416;LOC951;11
LOC141;LOC685;29
LOC793;LOC243;91
LOC546;LOC668;40
LOC687;LOC210;88
LOC78;LOC104;86
LOC398;LOC954;62
LOC587;LOC711;50
LOC89;LOC871;27
LOC523;LOC521;84
LOC115;LOC371;36
LOC395;LOC570;77
LOC55;LOC465;61
LOC156;LOC237;53
LOC797;LOC951;95
LOC473;LOC25;91
LOC217;LOC19;1
LOC79;LOC20;56
LOC513;LOC742;47
LOC970;LOC836;70
LOC871;LOC591;2
LOC327;LOC788;75
LOC361;LOC923;64
LOC945;LOC845;2
LOC464;LOC48;72
LOC869;LOC144;24
LOC706;LOC715;92
LOC754;LOC806;76
LOC122;LOC394;53
